"","Ensembl_ID","logFC","logCPM","LR","PValue","FDR"
"KIF1B","ENSG00000054523",-0.249822643394559,5.14863275471932,0.44295636390359,0.505698985118803,0.615565281501751
"TBC1D22A","ENSG00000054611",-0.176109045919563,5.13759234102901,0.453682604124992,0.500591312526562,0.611446205953983
"SYNE2","ENSG00000054654",-1.47293691725009,6.54280108964573,9.26651667646948,0.00233381136073797,0.0112850118962267
"PLEKHH1","ENSG00000054690",-1.75311018503923,1.11049575994352,16.778487341604,4.20068388710651e-05,0.000579998040316152
"ATP9A","ENSG00000054793",-1.33507997453141,4.62150521190306,5.51335263979632,0.0188718384610619,0.0524440681576014
"FAM168A","ENSG00000054965",-0.827858285760908,6.18599557993609,7.60533951427585,0.00581957050505092,0.0219176903273255
"RELT","ENSG00000054967",-1.54633282482806,5.8361370535427,19.614598384285,9.4742530315599e-06,0.000187133442432749
"GALC","ENSG00000054983",0.648541531905669,4.42820857348306,5.78233564485988,0.0161880163438703,0.0468471382072609
"NOP58","ENSG00000055044",-0.89910827611316,6.36539991325796,8.42819213901581,0.0036944748287798,0.0157463258816679
"SZRD1","ENSG00000055070",-0.279622716627916,6.92296858113094,1.88281582888781,0.170014455265949,0.272085476283626
"KCNH2","ENSG00000055118",1.54394311909438,3.8908969780394,6.60730441239091,0.0101561284826905,0.0331308038821905
"CUL1","ENSG00000055130",-0.397950453688108,6.01893563557379,2.69036878299418,0.100956445939556,0.182641060304493
"FAM114A2","ENSG00000055147",-0.0146928175067278,2.80937725856244,0.00250467603464699,0.96008514302376,0.972545047071842
"CYFIP2","ENSG00000055163",-0.496596053153114,8.45937340853725,3.17598724773515,0.0747280386934588,0.145349732651031
"TAB2","ENSG00000055208",-0.502781254554126,7.49745635657501,3.30954902122384,0.0688783919416397,0.13687478766794
"GINM1","ENSG00000055211",-0.367567158528803,5.20990655851677,2.33429940328767,0.126551915663797,0.217083527870956
"EIF2AK2","ENSG00000055332",-0.161153268214002,7.17210266919955,0.28655661209595,0.592435631401333,0.691105319600428
"USP36","ENSG00000055483",-0.855091767032057,8.06851841571433,4.79712110168731,0.0285073347048414,0.0713186015840013
"KMT2C","ENSG00000055609",-1.89112175191514,8.5184262875216,19.3454633142994,1.0907808307104e-05,0.000209413051751593
"PUM2","ENSG00000055917",-1.35644003681965,7.45527968688857,15.8072219443963,7.01342977659781e-05,0.000846957236461951
"MRPL43","ENSG00000055950",0.7310557910951,4.20283631545826,5.74461743025899,0.0165392572997295,0.0476639919298797
"HPF1","ENSG00000056050",0.741163913871051,2.30901203041393,4.42814837120549,0.0353508386017033,0.0837425335487637
"ZFR","ENSG00000056097",-0.308719282477925,7.27215586721267,1.42003538373078,0.233397579174695,0.347194921072851
"ZNF280C","ENSG00000056277",-0.202058351096082,3.85366509239668,0.369700129277192,0.543167768746979,0.649895653182592
"TRAF1","ENSG00000056558",-1.05177006936758,3.25234457702175,7.17456824174739,0.00739442413400676,0.0261171481148489
"RC3H2","ENSG00000056586",-0.969036806290657,6.36374520864742,9.19825457100021,0.00242246000537401,0.0115895340912209
"TRAF3IP2","ENSG00000056972",0.772823842581505,6.86348300974157,7.92275672702925,0.00488168338229764,0.0192137855884993
"DCBLD2","ENSG00000057019",-0.289396775421156,2.95601538172312,0.485265357826307,0.486046956288258,0.598984825443168
"SOAT1","ENSG00000057252",-0.706209965754921,4.81952216143184,4.69962322991698,0.0301692303468085,0.0742788289054294
"GDI2","ENSG00000057608",0.610853480101082,8.03075205726763,6.86971093356799,0.00876688311538334,0.0296569084134834
"PRDM1","ENSG00000057657",-0.31357092012876,4.20055544201818,0.648912898830382,0.420501614880939,0.539635890989424
"ATG5","ENSG00000057663",-0.329091985584534,4.79307971026168,1.9301380340479,0.164743344067922,0.265844736975168
"TMCC3","ENSG00000057704",0.712216412365767,3.20462162738485,1.01746302384961,0.313121543778726,0.432935940530438
"PITHD1","ENSG00000057757",0.198477592049144,5.71853778112129,0.923267584522616,0.336618471433315,0.45701388597587
"MTA3","ENSG00000057935",-0.350177580572656,4.46753784206477,1.90764189126446,0.167225436611899,0.268778172819804
"USP13","ENSG00000058056",-0.0255234026411816,4.40724463424199,0.00646057775822584,0.935936846991418,0.95648148898876
"ATP11B","ENSG00000058063",-1.20497704620101,6.72934226653293,11.7385301789311,0.000612193523707341,0.00423026860676807
"CDK14","ENSG00000058091",-0.641514375244476,5.74890515254935,2.14154832972711,0.143357139274907,0.238989724591938
"SEC61A1","ENSG00000058262",-0.171344819184662,7.06472885103727,0.693799891647792,0.404874896202381,0.524142005876179
"PPP1R12A","ENSG00000058272",-0.906227036859684,6.77502156256604,7.32490428538352,0.00680055858504437,0.024534997101775
"CAMK2B","ENSG00000058404",-1.3959226888911,-0.301586886124354,7.58569689336917,0.00588332154456272,0.0220507728690215
"CROCC","ENSG00000058453",-0.985499314689438,4.28242793301352,10.4682947518836,0.00121440764321419,0.00700826763980986
"POLR3E","ENSG00000058600",-1.23870212976192,5.69202646352624,15.8647180238359,6.8035329872328e-05,0.00082674579481072
"ATP2B4","ENSG00000058668",-0.402820903405827,7.78935946300456,1.7334276423563,0.187973747240181,0.293946980831764
"RIOK2","ENSG00000058729",-0.280305594166279,3.59026262001055,1.00575175557012,0.315922742449558,0.435676850598308
"YIPF1","ENSG00000058799",0.117460235954866,4.17319466295741,0.201260763320604,0.65370511301828,0.74331390427006
"NDC1","ENSG00000058804",-0.000741337369813902,4.6604483890554,7.33807616981608e-06,0.997838622440641,0.998710097220066
"DGKG","ENSG00000058866",-1.17819084129664,1.55127616987487,5.47412323263625,0.0193000397741461,0.053404902034775
"FLYWCH1","ENSG00000059122",-0.410808948297412,5.59609332562763,2.77377931299563,0.0958196828270473,0.175738229072676
"UNKL","ENSG00000059145",-2.11800548096023,5.30101450322855,26.2422772116858,3.01156742306312e-07,1.47586616673666e-05
"TBXAS1","ENSG00000059377",0.225583367119255,3.79867020966869,0.337357337158991,0.561358603330836,0.665535609774216
"PARP12","ENSG00000059378",-0.223049180212789,5.79260746510203,0.777113585524152,0.378025364140635,0.498038722582877
"ALDH18A1","ENSG00000059573",0.633714388173599,5.32536558912116,2.51055983619025,0.113085751729631,0.199190296673923
"TARBP1","ENSG00000059588",-0.682260203968898,6.61981792132024,4.08017156893652,0.0433892529285609,0.0973074048065183
"GATB","ENSG00000059691",0.338276106461305,3.46158115993351,1.37130422663184,0.241587925892196,0.355763830457658
"MXD1","ENSG00000059728",-0.330223388511516,5.62143773318278,0.820766619199375,0.364956119727069,0.485370136733965
"CDK17","ENSG00000059758",-1.35977040867046,6.25738024957235,14.1816953619069,0.000165977326116046,0.00159755436731612
"DNAJC25","ENSG00000059769",-0.191321493464403,3.24779425162914,0.525184154574148,0.468638607954894,0.583760700778596
"SLC2A3","ENSG00000059804",-0.581339409543178,8.29393786568764,2.4173015558149,0.120001484447938,0.20858500936943
"PSD","ENSG00000059915",-2.59789100507458,2.9645611589357,27.7218468396303,1.40071876705033e-07,8.65888306701904e-06
"CTDP1","ENSG00000060069",-1.645072695528,5.89142423839005,26.9177600802148,2.12299047252433e-07,1.16280559042895e-05
"YBX3","ENSG00000060138",-0.225442622322919,10.0480962284184,0.569614373812328,0.450412194646379,0.566934849260034
"WNK1","ENSG00000060237",-0.175509061307484,8.28912910019453,0.53433398294105,0.464790440603676,0.580423133622261
"CCAR1","ENSG00000060339",-0.429626535568383,6.38789848143822,2.15450863881657,0.142151912116323,0.237578997835874
"OGFR","ENSG00000060491",-0.0978106358966295,5.08366940380215,0.182771049736196,0.669002580427781,0.755862311786218
"GNA15","ENSG00000060558",-0.122495327723268,7.83708484791503,0.122784683624076,0.726033682810221,0.800329249464053
"PIGV","ENSG00000060642",-0.904399842134245,3.78760203183404,6.85281077980789,0.00885019302107213,0.0298641394400753
"SNRNP40","ENSG00000060688",-0.219607667455596,4.81288958794299,0.759962020213461,0.383340408585495,0.503349674520246
"QSER1","ENSG00000060749",-1.04021787307673,5.09017008230331,8.96037799589278,0.00275897803766901,0.0126901064542121
"MPC1","ENSG00000060762",0.23919603638285,4.09579630422619,1.04714468879676,0.30616560832053,0.425569624254455
"ACAA1","ENSG00000060971",-0.774283561287995,4.79651918299706,6.9471481745942,0.00839529609173105,0.0287722846042349
"BCAT1","ENSG00000060982",-0.0732861233183548,5.15518381799965,0.0233465966162001,0.878559206425943,0.914723255107533
"HDAC7","ENSG00000061273",-0.532742118203437,7.38682876540557,4.50872291534339,0.0337224103570945,0.0808881773466422
"SPAG4","ENSG00000061656",-1.49878694986744,1.83249776950843,19.1358032025118,1.21739633556677e-05,0.000224464982763289
"MRPS35","ENSG00000061794",0.743312204879401,5.10521245247509,10.5024489941629,0.00119216432079816,0.00692332077065414
"SFSWAP","ENSG00000061936",-0.958913518136592,6.86194990133288,14.026359329709,0.000180265816775597,0.00170582748436909
"TNK2","ENSG00000061938",-1.14943004288536,6.89688206114334,17.1050923698696,3.53673474666212e-05,0.000503249992891808
"MON2","ENSG00000061987",-1.38016242183117,6.00782665555174,12.8553752632618,0.000336511217085998,0.00268799056946732
"GPBP1","ENSG00000062194",-0.812682897601747,7.53664558118444,6.21556445862892,0.0126631970923637,0.0389866315937249
"DGAT2","ENSG00000062282",0.814996757511075,0.161583287521124,3.11688155343521,0.0774849394877647,0.149487439801588
"CS","ENSG00000062485",0.283914572512901,7.90850736584236,2.04575711878365,0.152631032212945,0.25078825608343
"LTK","ENSG00000062524",-1.38014396208125,3.61540278513187,9.25830259619865,0.00234430196975189,0.0113137061047501
"ELMO2","ENSG00000062598",-0.687000792892034,5.49019835583819,6.76253191061856,0.0093091583983323,0.0310148419271151
"WAPL","ENSG00000062650",-0.707530001778849,5.42966728784697,4.72936926855922,0.0296517570490599,0.0733076462855782
"VMP1","ENSG00000062716",-0.8618978802797,5.83601094817946,7.00194846629525,0.00814210449550269,0.0281180048154843
"APPBP2","ENSG00000062725",-0.324007753351204,5.10334634416527,1.18427539430837,0.276487325865676,0.393720911942921
"POLD1","ENSG00000062822",-0.15108331873305,5.67821835824321,0.310559285168296,0.577337188268397,0.678753900790923
"EIF4B","ENSG00000063046",0.237690882505049,8.64457439157702,1.39869690421023,0.236941873206827,0.350855782430703
"SLC6A16","ENSG00000063127",-0.695425979536547,2.17955582151946,2.68901434571064,0.101042299565354,0.182756604366085
"BICRA","ENSG00000063169",0.00393262915512154,5.87284353766085,0.000248546188629462,0.987421593515788,0.991949217815118
"SPHK2","ENSG00000063176",-0.598911307542492,3.52886467903715,5.19008304169903,0.0227161307903632,0.0601965344209946
"RPL18","ENSG00000063177",0.860237301587554,10.3753346480012,8.07979637855402,0.00447614749370069,0.0180377726159461
"CA11","ENSG00000063180",-0.484441269707903,2.25304041143877,2.56362664759587,0.109347480850466,0.194051074414561
"ISOC2","ENSG00000063241",0.21585575246331,3.02600588641153,0.460524566604391,0.497378918298728,0.608420323902984
"U2AF2","ENSG00000063244",-0.701053131393353,6.73704255012292,10.4668133683129,0.00121538185754053,0.00700826763980986
"EPN1","ENSG00000063245",-0.505893540130431,6.77402300435808,3.94805006636627,0.0469257134914417,0.102990465467811
"MED29","ENSG00000063322",-0.289854167640489,5.38134887444486,1.57129596375783,0.210018908145533,0.320343768224448
"ZNF275","ENSG00000063587",-1.02837354162433,5.11810673708113,9.31790773752955,0.00226924968680777,0.0110448812256647
"MTMR1","ENSG00000063601",-1.12278861469375,6.01787608126982,13.5887050155126,0.000227550552026237,0.00202149560172146
"GPC1","ENSG00000063660",-1.09370829161512,1.90624873191586,7.41660440214144,0.00646246612967892,0.023643865520618
"ADCK1","ENSG00000063761",0.198209948361932,3.00825985820722,0.597552149187262,0.439513519128039,0.55750297215577
"HAGH","ENSG00000063854",0.314629304008239,4.26705112361628,1.06110810073758,0.302962588905329,0.422892968191848
"RNF4","ENSG00000063978",-1.01441472136405,6.51608990195471,17.8807765062174,2.35184774109796e-05,0.000371951461219505
"CASP8","ENSG00000064012",-0.966550671480926,6.18043893857735,7.54598407744693,0.00601439663498004,0.0223693390499003
"INTS13","ENSG00000064102",-0.47364563330874,4.18655342804121,2.72232166174904,0.0989539899216126,0.179936109099498
"TM7SF3","ENSG00000064115",-0.199670668863741,5.31458790537556,0.334886267737019,0.562795943867696,0.666550120974715
"SPA17","ENSG00000064199",0.633482373592428,-0.328070125486359,3.77975363468219,0.0518762983237098,0.111081501520469
"TSPAN32","ENSG00000064201",-0.475236072311263,3.10356617326846,1.46312874536631,0.22643296003126,0.33910316028807
"ST3GAL6","ENSG00000064225",-0.656121902453062,3.16311168199167,2.64167901566547,0.104093480541358,0.186807286758235
"TAF2","ENSG00000064313",-0.602352946768635,5.6255292589901,3.07254589387162,0.0796246837832498,0.152591785310375
"HIPK2","ENSG00000064393",-0.737104639880154,6.20480848434821,7.55301218837683,0.0059909847039118,0.0223190022802896
"TNPO3","ENSG00000064419",-0.936037342975561,5.3129051831841,11.1034323411212,0.000861680952815057,0.00542804348204597
"RFXANK","ENSG00000064490",0.455680953858482,4.30586027809678,2.32611080894951,0.127219376010085,0.217952422239908
"TMEM161A","ENSG00000064545",0.660824813992841,3.60812211700767,4.82920606369836,0.0279815132683368,0.0703660430158995
"LPAR2","ENSG00000064547",-0.52881976646817,5.0004247102481,3.6176299321765,0.057170263382101,0.119175863351643
"CTSA","ENSG00000064601",0.581001128380368,4.61822166527781,3.08279822197301,0.0791242872059145,0.151906395720839
"SUGP2","ENSG00000064607",-1.10101593800524,7.65676596228445,12.8418813031479,0.00033894665964321,0.00270178027574347
"SLC12A2","ENSG00000064651",-1.10973097020443,5.03382112379125,12.3957267148112,0.000430317490291968,0.00325869418029739
"CNN2","ENSG00000064666",1.0915350327857,6.45258281351619,5.36034815465084,0.0205996607831489,0.0560127297585968
"ABCA7","ENSG00000064687",-0.949973498926582,5.78967259947859,7.25028959034282,0.00708895789312218,0.0253028428966237
"DDX20","ENSG00000064703",-0.347859375168103,5.2664491711936,1.67819851916859,0.195163998998572,0.302797627967883
"BTBD1","ENSG00000064726",-0.0360709813859398,5.87318258183678,0.023942225900079,0.877032005120052,0.913633512881078
"FAR2","ENSG00000064763",-0.874813123877538,3.49457342594205,6.65602665118281,0.00988210181358379,0.0324423871350311
"SBNO2","ENSG00000064932",-0.836452353572848,5.93175428657454,10.7808365929642,0.00102556318877875,0.00618076067412047
"PMS1","ENSG00000064933",-0.278761779776834,3.83912652745725,0.970256107525714,0.324616314732285,0.444620194619985
"HMG20B","ENSG00000064961",0.108457206318289,5.8567908509541,0.229775914307584,0.631690034439107,0.725367514496209
"TAF11","ENSG00000064995",-0.0288844003431133,5.51760380759307,0.0148406025482615,0.903039980926793,0.932358351980049
"ANKS1A","ENSG00000064999",-0.594983174968065,5.08464080781995,4.31817522474653,0.037707337500778,0.0879194256525336
"AP3D1","ENSG00000065000",-0.505857566171945,7.05299666575621,4.98558908623508,0.0255592814575092,0.0655955512754473
"ZNF76","ENSG00000065029",0.117578724553044,5.19257292366822,0.249174597846029,0.617656868997717,0.71342238252341
"NHERF2","ENSG00000065054",0.0547805369875347,3.31219108890048,0.0169834749548983,0.896312733525841,0.927685486821476
"NTHL1","ENSG00000065057",0.537920498942237,3.48587508470205,2.30046306083249,0.129335435605652,0.22063998128918
"BLTP3A","ENSG00000065060",-0.564689551084915,6.36044522964994,3.3937910778108,0.0654423193537882,0.131947445355628
"GNAI3","ENSG00000065135",-0.429251365289063,6.34644357632893,2.93149971888885,0.0868667641259883,0.163031122694504
"IPO5","ENSG00000065150",0.077256472424159,7.3790988424562,0.114989395543731,0.734533748050175,0.806800877641825
"OAT","ENSG00000065154",0.772118385332522,4.6119169371502,4.77742702283417,0.0288351739612166,0.0718732510748209
"WDR3","ENSG00000065183",-0.440298652573382,2.88071213901076,1.77044620316998,0.183326867524132,0.288466801053498
"PKN2","ENSG00000065243",-1.01385920226528,6.38770112115522,6.51746004081888,0.0106820454405953,0.0343442345648825
"WDR18","ENSG00000065268",0.777940301179284,4.40068538408897,5.93802171782662,0.0148176413845362,0.0439397335483322
"TRAM2","ENSG00000065308",-0.613752278972027,4.91313012369953,3.54319495685782,0.0597901882289894,0.123356075922377
"NTN1","ENSG00000065320",-0.890508678527956,2.02415423719414,3.5541802472619,0.0593956391941109,0.122797145810972
"MCM10","ENSG00000065328",-0.102625980873182,3.74284689682258,0.10001150818276,0.751815824215347,0.821316154514437
"DGKA","ENSG00000065357",-1.09514378632488,6.92962042761544,14.6175313339235,0.000131683802837464,0.00133648516135163
"ERBB3","ENSG00000065361",-2.70926440566271,1.13162475431268,25.133849065723,5.34857310325635e-07,2.18909456297563e-05
"ANKRD44","ENSG00000065413",-2.03239129518338,6.15660790144219,20.0732023562135,7.45337432717565e-06,0.000157969942142668
"KARS1","ENSG00000065427",0.463880373670419,6.79777170235653,5.17911991834234,0.02285989990035,0.0605113693013374
"ADAT1","ENSG00000065457",-0.564237555317987,4.43434197258826,4.65760025598907,0.0309163724553502,0.0755316688815689
"PDIA5","ENSG00000065485",0.377660945559599,2.31759511863991,1.17864952331449,0.277631097315929,0.394896704965888
"TBC1D22B","ENSG00000065491",-0.196581138460444,5.61463314294338,0.711948724234283,0.398797640798506,0.518753798359919
"NDUFB4","ENSG00000065518",0.810216589134112,6.32642434186661,7.76020049463258,0.00534100313220996,0.0205236689872747
"SPEN","ENSG00000065526",-0.817137929962025,8.05507084332477,9.03792189658211,0.0026443606149298,0.012316927746932
"MYLK","ENSG00000065534",-0.328320805465375,5.94055316650704,0.665131533576897,0.414754143026869,0.534008056590986
"ZC3H15","ENSG00000065548",-0.566129754950602,6.61749832745311,3.48059930026977,0.0620922487235077,0.126736583296728
"MAP2K4","ENSG00000065559",-0.840307358298297,4.23249069998428,6.93926943616771,0.00843235463798661,0.028852829443437
"PACC1","ENSG00000065600",-0.129308595433031,4.10131290806528,0.263572678994073,0.607676232366978,0.704416472907193
"SLK","ENSG00000065613",-0.410552085461661,5.5819043999306,1.55923956433037,0.211776597407479,0.322116597403554
"CYB5R4","ENSG00000065615",-0.472285817580757,5.47224654546485,2.75995548511484,0.0966509266229381,0.176762276556412
"GSTO2","ENSG00000065621",-2.50002029905499,3.69002605411387,29.8850375018034,4.58436995518756e-08,3.73212806515761e-06
"SEC61A2","ENSG00000065665",-1.07173478249291,5.30142681490411,12.0116442122768,0.000528691952985404,0.00376683534939098
"PRKCQ","ENSG00000065675",-1.00487998629473,3.74942202378038,5.60845645230466,0.0178740010197139,0.0504235688679602
"TLE2","ENSG00000065717",-0.591793512602598,1.88122739171486,1.52898095234666,0.216265450067336,0.327231634684458
"ASB1","ENSG00000065802",-0.172809291831663,3.88498287551173,0.3471007647357,0.555758922967542,0.660473550922977
"FAM107B","ENSG00000065809",-1.17959630054032,7.52028242498493,12.6608509965861,0.000373392219658658,0.00291551220569952
"TBC1D1","ENSG00000065882",-0.289903124231668,7.08017540594642,1.60734336622316,0.204865645347214,0.314130134251009
"CDK13","ENSG00000065883",-0.926833763182309,7.12178044053999,11.5047832917831,0.000694173228636404,0.00464382252367542
"MTHFD2","ENSG00000065911",0.563337226332208,4.84399313164773,3.67544377258641,0.0552195521227644,0.116195040610868
"SLC9A7","ENSG00000065923",-0.751153392266241,7.27129972654693,5.38706088466589,0.0202866126601557,0.0553839024026021
"FOXJ2","ENSG00000065970",0.198190717797614,5.66385167030853,0.827296707644859,0.363055380705675,0.483373885038333
"YBX1","ENSG00000065978",0.68056930368609,9.32147032403677,7.42347822675436,0.00643782480025297,0.0235710900980435
"PDE4A","ENSG00000065989",-0.805340608312654,3.73431159426926,3.40297151404702,0.0650790833286974,0.131428518832986
"PPP2R5A","ENSG00000066027",0.1809664715365,6.74947172158121,0.443179109371926,0.5055920124212,0.61550666422668
"ELAVL1","ENSG00000066044",-0.00585735321186539,6.4419864494274,0.000635241633204942,0.979892246160129,0.986280002216696
"TIE1","ENSG00000066056",1.16844147336448,4.32876553481254,6.6508814647238,0.00991067828324502,0.032493720762799
"DIP2B","ENSG00000066084",-0.709807593320872,6.64621905903455,6.13579568662191,0.0132471920006801,0.0403014406453097
"SMARCD1","ENSG00000066117",-0.0447627336395566,7.45744228433097,0.0452780984927976,0.831493486886626,0.881490782582861
"KDM4A","ENSG00000066135",-1.82397834541796,3.67306628065286,25.480304195714,4.46922159011951e-07,1.92851689764045e-05
"NFYC","ENSG00000066136",0.394940849099213,5.29633722197618,3.32135972993357,0.0683852477637119,0.13620366593366
"SLC9A3","ENSG00000066230",-2.9297469672972,-0.0327647166966236,36.0163184602101,1.95671954206603e-09,3.7858711347662e-07
"ASPM","ENSG00000066279",-1.13213269944017,5.03223424412954,6.45106644344163,0.0110885763674907,0.0352684907606481
"CD84","ENSG00000066294",-1.02191762732138,4.60511533759783,4.63630832563275,0.0313022689360456,0.0763367494858745
"ELOVL1","ENSG00000066322",0.51393785957882,5.57829001706225,3.54953570891313,0.0595621141231407,0.123004765207451
"SPI1","ENSG00000066336",0.347308163979178,6.78016638239025,1.45932096591741,0.22703819307022,0.339941206066346
"POLR1H","ENSG00000066379",0.408395871396773,3.19807730905678,2.28207935598684,0.130876303376756,0.222604570275543
"ZBTB11","ENSG00000066422",-1.55230838466095,6.54824828510533,17.7564788274809,2.51061045668114e-05,0.000390428753482626
"ATXN3","ENSG00000066427",-0.493639886121958,6.12837274344417,1.74808947898049,0.186117091836465,0.291840062538643
"GOLGA5","ENSG00000066455",0.312508709956393,3.75706913625388,1.40651337396853,0.235636056379595,0.349651988838964
"LRRC40","ENSG00000066557",-0.547940175118544,4.86727285125494,2.35000919709164,0.125282268240786,0.2154016424987
"ISOC1","ENSG00000066583",0.317179696929146,2.96183595353822,1.02810875472711,0.310603281056325,0.430349432521473
"TRMT11","ENSG00000066651",-0.775030732051904,3.43008559962949,3.82112406850531,0.050610274492322,0.10894752505278
"THUMPD1","ENSG00000066654",-1.15641297587253,6.01371261934081,13.611246524651,0.000224834554028583,0.00199975234980169
"MSANTD3","ENSG00000066697",0.144486308669123,3.12829726853752,0.257187417228948,0.612059054787184,0.708394639389331
"KIF26A","ENSG00000066735",-0.18985333134919,4.09616495440606,0.16536706030498,0.6842625054249,0.767169085326623
"ATG2B","ENSG00000066739",-0.84391200122331,6.30664637439631,4.95642298447173,0.0259939236931049,0.0664477479718387
"ARFGEF1","ENSG00000066777",-1.58016117948585,6.71990736132922,15.032103527623,0.000105697766426107,0.00115277110118313
"ZFAT","ENSG00000066827",-0.978326365328602,4.26187902744948,10.3156104426644,0.00131909656933389,0.00744954896965384
"MTFR1","ENSG00000066855",-0.653894384362537,2.99709751727435,4.51174467465086,0.0336628872424935,0.0808365077592952
"STAG3","ENSG00000066923",-0.760446167432931,6.30457624141352,5.23237043279386,0.0221702980859066,0.0591711037054526
"FECH","ENSG00000066926",0.916120561862372,5.58040011863699,4.63962851994884,0.0312417644319769,0.07623911654506
"MYO9A","ENSG00000066933",-1.1626033753256,5.40033483308475,9.39224924711917,0.00217904700618146,0.0107175445025062
"PFKP","ENSG00000067057",-0.335222637810893,5.86730364419525,0.68864675028378,0.406625052826727,0.525879812500047
"IDI1","ENSG00000067064",-0.0262133134444817,7.07140187910447,0.00805527353998059,0.928484947674079,0.95088806973592
"SP100","ENSG00000067066",-0.76660318304792,6.86099169075994,6.88254420720806,0.00870415757138327,0.0294898675011283
"KLF6","ENSG00000067082",-0.296651288950554,10.1136944295981,1.15797454571521,0.281885998201138,0.399924476299315
"PLPP1","ENSG00000067113",-0.67635297859626,1.97161511616893,3.69720946629116,0.0545035508449202,0.115143774884802
"NEO1","ENSG00000067141",0.517093904935263,4.45281487160685,1.21754274688583,0.269843428518466,0.386699441907282
"TRAM1","ENSG00000067167",0.0610907793418668,7.26650867455934,0.0747893114180727,0.784487073286408,0.84702771545303
"TNFRSF1A","ENSG00000067182",0.0765781660332614,5.54465317313822,0.054088697954974,0.816095503647822,0.870383587864455
"CACNB1","ENSG00000067191",-0.36866325351538,3.62255078006965,2.04137618071547,0.153071108685422,0.251206584841972
"EVI5","ENSG00000067208",-0.509839034917249,3.63444597365421,2.26773197080627,0.132093088606443,0.2242136076175
"STOML1","ENSG00000067221",-0.268244476248282,2.10080430626824,0.699539713526839,0.40293840039643,0.52267969430614
"PKM","ENSG00000067225",0.742205836952516,8.86351965005883,6.64914049575947,0.00992036682456725,0.0325106962059839
"DHX29","ENSG00000067248",-0.209680038430706,5.12608519237679,0.506769743897848,0.476540562690724,0.590837325479894
"DNTTIP2","ENSG00000067334",-0.416837539405246,6.50150112984582,1.5886760599715,0.207515389925323,0.317376478709317
"METTL22","ENSG00000067365",-0.16114809114809,4.34767332785953,0.385207333547228,0.534829451025902,0.64251989044302
"TP53BP1","ENSG00000067369",-1.7100555665913,5.87213206245987,21.9012330050688,2.87049426735515e-06,7.63653992768875e-05
"RRP15","ENSG00000067533",-0.456389221577181,4.23873629775519,1.89065178127215,0.169128425514911,0.271020252051322
"RHOA","ENSG00000067560",0.364916356957504,9.72326960179287,2.95816847880809,0.0854446764032534,0.160929808983018
"DHX8","ENSG00000067596",-0.936057739696123,6.73776023319261,12.1928567930863,0.000479728597540301,0.00352589869075254
"PMS2P4","ENSG00000067601",-0.155446974463064,1.39273059438158,0.308180588159814,0.578798800952526,0.679935699147668
"IARS2","ENSG00000067704",0.310498936905491,5.47080992917686,1.56948113742187,0.210282381129238,0.320522499904173
"IDH3G","ENSG00000067829",0.522833713634394,5.96830880891921,4.87364861460047,0.0272697853937708,0.068952013373455
"ROGDI","ENSG00000067836",0.846285346238604,3.72863788534773,7.75576091136196,0.00535414793080144,0.0205635720219334
"PDZD4","ENSG00000067840",-2.3918444027753,0.410577276138452,29.727619851602,4.97213370889813e-08,3.94015148910448e-06
"ROCK1","ENSG00000067900",-0.825651441105341,7.76409152646255,5.089227041326,0.0240749199023513,0.0628580716272748
"CBFB","ENSG00000067955",0.147939735759278,6.17942124842649,0.454776850549372,0.500075190015894,0.611016171644122
"PDK3","ENSG00000067992",-0.420688204697924,5.21607262278818,1.91836038547679,0.166037523162453,0.267274664513693
"HYAL2","ENSG00000068001",-1.04950136492024,2.2773944948202,8.61080693665812,0.00334174216906793,0.0146169333043964
"HDAC4","ENSG00000068024",-0.871587184734475,4.85563143835175,7.14148782014847,0.0075320642374545,0.0264652577852823
"RASSF1","ENSG00000068028",-0.479125896527549,6.87628156404696,3.71304631704349,0.0539887716527053,0.1144457484465
"IFI35","ENSG00000068079",0.540374254007628,4.19425138417801,2.58166928982653,0.10810760015396,0.192446771071059
"HEATR6","ENSG00000068097",0.0303929366349165,3.36259186652625,0.00871420669419365,0.925625578463276,0.948872900842626
"COASY","ENSG00000068120",0.258797363462094,5.46229208699367,1.21300531779455,0.270737742129194,0.38768270686666
"PLEKHH3","ENSG00000068137",0.00241845121375051,1.48966564413807,5.78646689746165e-05,0.993930644032124,0.996338227344273
"MEF2A","ENSG00000068305",0.0633927297852642,7.36442459443488,0.0292141491891584,0.864285513810013,0.904794152536123
"OTUD5","ENSG00000068308",-0.306362052115525,6.62370309223446,1.94891998687207,0.162703279974439,0.263360793216055
"TFE3","ENSG00000068323",-0.0716489841991513,6.11075927198964,0.0929580170125917,0.760449801191945,0.828338169054441
"TBC1D25","ENSG00000068354",-0.146052411628824,5.52533491432659,0.365543855323111,0.545443325262336,0.651958814165459
"ACSL4","ENSG00000068366",0.172687215511344,4.87039028562629,0.297161879085799,0.585667162586716,0.686125772213286
"INPP5A","ENSG00000068383",-1.86518701737606,4.14092838171537,31.7496479444857,1.75381050785123e-08,1.89335282217156e-06
"GPKOW","ENSG00000068394",-0.152937696542322,3.83199644716619,0.304052919302592,0.581352689877198,0.682075316883801
"GRIPAP1","ENSG00000068400",-0.73714920825685,6.04398182554798,7.27479658048824,0.00699288118652482,0.0250191988272927
