"","Ensembl_ID","logFC","logCPM","LR","PValue","FDR"
"DPM1","ENSG00000000419",-0.0224984461639419,4.72501941797588,0.00700665055323313,0.933290394994384,0.954497172007025
"SCYL3","ENSG00000000457",-0.253281031934578,2.73657528274191,0.802484854657905,0.370351475735831,0.490531319835741
"FIRRM","ENSG00000000460",-0.0232861364139207,3.4224344004702,0.00437040906199115,0.947290990281838,0.964116762755761
"FGR","ENSG00000000938",1.48266442135443,4.25229998173316,5.87202304252241,0.0153833636442622,0.0451526891648723
"CFH","ENSG00000000971",-3.3838021243968,2.25522007798154,18.7671345234621,1.47690411727204e-05,0.000262564648438173
"FUCA2","ENSG00000001036",1.50961356372775,1.76039395583835,10.8832649538613,0.000970370386553968,0.0059199746187064
"GCLC","ENSG00000001084",-0.308231852870017,4.11465052110222,0.852518083608885,0.355840958824762,0.476180598632112
"NFYA","ENSG00000001167",-0.873327622096983,5.78564257513888,10.8544049224236,0.000985610296714254,0.0059884266722875
"STPG1","ENSG00000001460",0.506491497218995,1.76216864624699,1.70553309771881,0.191565955432592,0.298405437477494
"NIPAL3","ENSG00000001461",-0.107368325723337,3.98820087139478,0.123397301498933,0.72537865748801,0.799751677048545
"LAS1L","ENSG00000001497",-0.188874438517044,5.74178423554316,0.582858361993992,0.44519411026227,0.562553168336497
"SEMA3F","ENSG00000001617",-0.314425416073021,5.56061385079814,0.355204011084368,0.551181945871148,0.657236163725657
"ANKIB1","ENSG00000001629",-0.734679340902621,5.32371015473944,5.06391262580411,0.024429026512367,0.0635154689321541
"KRIT1","ENSG00000001631",-0.453697624186432,2.25772118325286,1.43910504177676,0.230284219038968,0.34345523027756
"RAD52","ENSG00000002016",-0.600556748406771,4.45874012987999,3.25890272797378,0.0710366458332954,0.140131327337595
"BAD","ENSG00000002330",-0.0111164595390206,2.60267380447514,0.00196292002154053,0.964661403140777,0.97572989232068
"LAP3","ENSG00000002549",0.532118207841673,5.852904320753,4.06279025700683,0.0438380064364029,0.098003994581262
"CD99","ENSG00000002586",-0.310448004967561,8.80102294972241,0.666878660290614,0.414141969319351,0.533450376873569
"MAD1L1","ENSG00000002822",-2.29796583931106,2.22690487201473,31.4302974909168,2.06729742130293e-08,2.09634048862393e-06
"LASP1","ENSG00000002834",-0.558319034697663,6.9014857462968,4.09624600673522,0.0429785403380788,0.0966190273059753
"SNX11","ENSG00000002919",-0.420526917118845,3.90816268371297,2.14072858000615,0.143433756543882,0.239050912293406
"M6PR","ENSG00000003056",0.186437676299972,4.84300187394953,0.496796878340682,0.480910937323183,0.594474870912776
"ICA1","ENSG00000003147",1.75289899766569,0.819576002097229,16.6563446569991,4.48002089684353e-05,0.000604559341677309
"DBNDD1","ENSG00000003249",0.785191639854791,2.18490282993093,2.15601546053128,0.142012528183631,0.237383406162962
"ALS2","ENSG00000003393",-0.827050673809747,3.29182323284844,7.24822515868246,0.00709711258592005,0.0253191530902866
"CASP10","ENSG00000003400",-0.958279374901269,5.75123996481939,8.55042453162977,0.00345441656139195,0.0149850162346548
"CFLAR","ENSG00000003402",-1.10756297675272,6.35183175830543,12.5661467805174,0.000392797632304741,0.00303637647004699
"TFPI","ENSG00000003436",-0.225173778491037,4.73843907017643,0.0786171774718056,0.779180188779945,0.842580130104059
"NDUFAF7","ENSG00000003509",-0.384710361503355,3.19093544739555,2.00514478034439,0.156766326277253,0.256072389741782
"RBM5","ENSG00000003756",-1.59578458351171,7.74490910319238,20.813381496828,5.06279880056921e-06,0.00011693887834245
"MTMR7","ENSG00000003987",-1.28822564977924,1.94413912194294,8.4383894038083,0.00367381484368068,0.0156916552583586
"ARF5","ENSG00000004059",0.304660641531547,5.28992862876766,1.65555957167201,0.198203929626087,0.306343204022144
"SARM1","ENSG00000004139",-0.741987556651145,2.35672280915915,4.1017221843139,0.0428395557606372,0.0963917557631808
"POLDIP2","ENSG00000004142",0.681474778699406,5.7440268701861,6.43636017342199,0.0111807509720414,0.0355237423718219
"PLXND1","ENSG00000004399",-0.288691499032591,8.11907702659921,0.698934689768883,0.403141885592513,0.522748844630983
"AK2","ENSG00000004455",0.486332544091502,5.9933517593334,2.4019417904077,0.121184744015247,0.209980264752169
"CD38","ENSG00000004468",-0.658295293714151,7.10572449246529,2.8679442914046,0.0903602202397679,0.167514491575581
"FKBP4","ENSG00000004478",0.896042338459612,4.39297122329798,4.42540266658366,0.0354077577109918,0.0838107363168663
"KDM1A","ENSG00000004487",-0.190730550104761,7.09448521992586,0.600274414408972,0.438473343706162,0.556515238927791
"RBM6","ENSG00000004534",-1.00782066758099,6.62619469195031,14.6975902145321,0.000126207679731819,0.00130572361989211
"CAMKK1","ENSG00000004660",-2.27930630935856,4.49042031911651,28.2170757490698,1.08443631720476e-07,7.02431837118109e-06
"RECQL","ENSG00000004700",-0.636917711814776,3.32976980330902,3.99076349477965,0.0457503290249636,0.100986888265177
"VPS50","ENSG00000004766",-1.02976370741325,3.48283339295412,8.97654141761204,0.00273467784885797,0.0126211990682423
"ARHGAP33","ENSG00000004777",0.1783042668449,6.52431693286854,0.452303006140937,0.501243317636624,0.611941567331838
"NDUFAB1","ENSG00000004779",1.10284216376975,4.95735444047376,13.8896168260558,0.000193866527089711,0.00180288609274813
"SLC22A16","ENSG00000004809",0.20948664491603,4.19895448055128,0.377370858647659,0.539013677786632,0.645983892821595
"ZMYND10","ENSG00000004838",-1.34072281859504,2.52126157800161,9.7084483302644,0.00183422819640539,0.00946979966004916
"SLC25A13","ENSG00000004864",-0.187411985366079,3.76056675291191,0.534550761942075,0.46469988316062,0.580358693882716
"ST7","ENSG00000004866",0.973390456153368,2.49999255243928,7.71284023526843,0.00548294173582417,0.0209394581787735
"CDC27","ENSG00000004897",-0.648099359084906,6.15244100535557,4.09470528820196,0.0430177289588821,0.0966317377980743
"SLC4A1","ENSG00000004939",1.02880178661628,7.91346544027521,2.95198254865483,0.085772276967643,0.161403989170639
"HCCS","ENSG00000004961",0.506421456958848,3.66050538512542,3.63682233839707,0.0565147025548816,0.118158833693841
"DVL2","ENSG00000004975",-0.0378255798668265,5.43925950165255,0.0225673624614444,0.880587596645082,0.916450856780889
"UPF1","ENSG00000005007",-1.18129270752274,6.82287293451373,18.7429473638128,1.49575507785195e-05,0.00026371312603359
"SKAP2","ENSG00000005020",-0.222574331336369,4.21636777854007,0.336489389615529,0.561862656228057,0.665914184901392
"SLC25A5","ENSG00000005022",0.908640074723419,8.5358790796286,11.5872834686131,0.000664043441371017,0.00450907893780557
"MCUB","ENSG00000005059",0.0517755324189771,4.90164081141609,0.0284394259579486,0.86607987082916,0.906035946605774
"POLR2J","ENSG00000005075",0.635266402864308,5.1287342195821,5.02899913990922,0.0249262989816617,0.064470833720277
"DHX33","ENSG00000005100",-0.136476203500197,4.42182246157973,0.173838408499201,0.67672278177229,0.76146646547157
"LIG3","ENSG00000005156",-1.33068411587242,5.49038755404974,16.3322443702338,5.315181484354e-05,0.000686183481402998
"RPAP3","ENSG00000005175",-0.32543790315753,3.96411495533211,1.36698965500465,0.242329776710696,0.356495409641153
"ACSM3","ENSG00000005187",-1.76902846168357,4.48175934566293,8.02092147495613,0.00462400375680892,0.0184697929753214
"REXO5","ENSG00000005189",0.33799353560715,2.92635921725407,1.38167125507731,0.239816676845875,0.353741470460381
"CIAPIN1","ENSG00000005194",0.292990272208187,4.81285607875748,1.61536312600713,0.20373954751249,0.31275323087544
"SPPL2B","ENSG00000005206",-0.550108685953873,7.28281741632912,3.56447104562881,0.0590285442604629,0.122190809002692
"ATOSB","ENSG00000005238",0.608302987045751,4.21776220994557,2.92616280464862,0.0871544150334148,0.163406301934031
"PRKAR2B","ENSG00000005249",0.757620790923075,4.84922723871333,2.92255404026233,0.087349505950648,0.163627931554477
"MSL3","ENSG00000005302",-0.498770892356105,6.17625224183508,3.52418928869435,0.0604793962301661,0.124433371776966
"CREBBP","ENSG00000005339",-0.42127396686551,9.21142960784473,2.6862558403318,0.101217399618778,0.182979834913305
"TSPOAP1","ENSG00000005379",-1.70779165111614,7.27782281341535,15.7781375589157,7.12207473192254e-05,0.000856373441131413
"MPO","ENSG00000005381",-0.101527038466153,6.69846888745901,0.0366124515928306,0.848256243863628,0.893096927284829
"GCFC2","ENSG00000005436",0.0507131419283414,4.10511674605505,0.0337447506676014,0.854250814745401,0.897442256404836
"WDR54","ENSG00000005448",0.634462084921429,3.91028357372448,4.31304019536093,0.0378213125806981,0.0880632093053756
"CROT","ENSG00000005469",-0.279730610591951,2.03059778026622,0.640476265159222,0.42353838727584,0.542225220730039
"ABCB4","ENSG00000005471",-0.637949997715546,2.96427218925886,2.0207298075735,0.155164550459825,0.253970717726925
"KMT2E","ENSG00000005483",-0.741590086216021,9.38166079039087,4.4333996773359,0.035242244197358,0.0835118425405184
"RHBDD2","ENSG00000005486",0.00220635669962222,5.52282468811822,8.29513534235105e-05,0.99273315669742,0.995502845152243
"IBTK","ENSG00000005700",-0.384924801836103,5.22703544281527,1.43145341952864,0.231527386062982,0.344860527651101
"ZNF195","ENSG00000005801",-0.612039666702779,5.71281749106309,2.96447593611833,0.0851120329579934,0.160445282425432
"MYCBP2","ENSG00000005810",-1.69668736240226,7.8651426280247,21.1821588031921,4.17634189575783e-06,0.000101499415274062
"FBXL3","ENSG00000005812",-0.714541731178822,5.83386068496868,4.56087223696823,0.0327104103440956,0.0790077323778107
"ITGAL","ENSG00000005844",0.34113879861817,6.38164372068149,0.63194896870408,0.42664131939957,0.545307341833802
"PDK2","ENSG00000005882",0.590819419525804,4.11651996752778,2.90499838914231,0.0883053417420665,0.164840005926883
"ITGA3","ENSG00000005884",-1.44412936628551,0.731553267215071,8.30128289529919,0.00396170832507798,0.0165141383959182
"ZFX","ENSG00000005889",-0.968870385441807,6.57838108918716,9.2467989176908,0.00235907436585413,0.0113702652547702
"LAMP2","ENSG00000005893",0.255841813107802,6.00208810984385,1.06398935083676,0.302307066892792,0.422136159206
"ITGA2B","ENSG00000005961",-0.543081332847219,2.4367658683953,1.80872595541331,0.178661139107882,0.282497734072301
"GDE1","ENSG00000006007",0.182520052705496,5.23077933369403,0.739304450789515,0.389883778450946,0.50978484565229
"REX1BD","ENSG00000006015",0.542987937149854,4.72579524346464,3.3994214848929,0.0652192890684881,0.131640288381295
"OSBPL7","ENSG00000006025",0.0924802749103262,5.20094870308058,0.129753372955498,0.718687887397691,0.794406599380531
"YBX2","ENSG00000006047",0.943399206625212,-0.126543969171059,3.06782109055235,0.0798564392348049,0.152872464539894
"MAP3K14","ENSG00000006062",-0.677795316311766,4.56218761322175,5.86975276837529,0.0154032149646178,0.0451993493289099
"TMEM132A","ENSG00000006118",-0.291103938157609,1.60891434270385,0.292906039109077,0.588364262302111,0.688005697860757
"AP2B1","ENSG00000006125",0.27804005559934,7.38040990850554,1.56961744237588,0.210262579043824,0.320522499904173
"ZNF263","ENSG00000006194",-0.35015417729261,5.47375719862409,2.95587280008777,0.085566094989368,0.161077038558454
"SPATA20","ENSG00000006282",0.142045374336512,4.40872835743122,0.264291876671841,0.607186791708179,0.704287513459082
"TNFRSF12A","ENSG00000006327",-1.65740671462504,0.963320947198957,11.4530230025168,0.000713777871036585,0.00474514177719904
"MAP3K9","ENSG00000006432",-0.666537967094965,2.66181464866421,1.89666154316579,0.16845247506021,0.270256835391666
"RALA","ENSG00000006451",-0.131568882180698,4.55031850989642,0.292087256520315,0.588886061621392,0.688365990273479
"BAIAP2L1","ENSG00000006453",-0.536680667521849,2.11244083052755,1.34533805575965,0.246094780620293,0.360184698072612
"KDM7A","ENSG00000006459",-0.710167961865144,5.44304974723786,3.16812871311955,0.0750884330470086,0.145868754144521
"AGK","ENSG00000006530",-0.406258405507077,4.43403354736098,1.93753856047988,0.163936042764505,0.264864891563344
"ALDH3B1","ENSG00000006534",0.871662614710541,5.19872005526052,3.57502125534597,0.0586546981485797,0.12168746595426
"PHTF2","ENSG00000006576",-0.7853216965275,5.27859468087293,5.69173991927408,0.0170449465483201,0.0487681224653106
"FARP2","ENSG00000006607",-0.801803997846227,5.055503455844,6.74811423341597,0.00938468219521085,0.0311873734874529
"GGCT","ENSG00000006625",1.0848205666205,2.74025585138317,12.8967089147572,0.000329160415494513,0.00264215079204594
"DBF4","ENSG00000006634",-0.395405054013865,5.25077746548418,1.2147435101292,0.270394712525461,0.387303185001857
"TBXA2R","ENSG00000006638",-0.923386862664849,3.96590117713363,3.87957109294041,0.0488770422547442,0.106069945449553
"IFRD1","ENSG00000006652",-1.22127353234921,6.42835027347336,6.99022131841691,0.0081956219241107,0.0282652737712948
"COX10","ENSG00000006695",0.174447550910931,3.43895439035757,0.353156716210435,0.552331606121522,0.658238242380484
"GTF2IRD1","ENSG00000006704",-0.181358131699795,3.96082218838704,0.266787722705217,0.605494780446453,0.702653157741957
"PAF1","ENSG00000006712",-0.725681023710467,5.83754859798702,10.5155689390904,0.00118372981109089,0.00689413867303831
"VPS41","ENSG00000006715",-1.03084759023977,4.49108171312488,9.69974659554804,0.00184293423852963,0.00950364634323795
"ARHGAP44","ENSG00000006740",0.0142167268977346,1.52652332611415,0.000750576381960855,0.978143370877079,0.985086185312427
"ELAC2","ENSG00000006744",-0.238255482167876,5.6833378712024,0.870567520345809,0.350798242939537,0.471082767560232
"ARSD","ENSG00000006756",0.285343043045859,5.11358332195473,0.573860209754315,0.448729036378627,0.565580810826463
"PNPLA4","ENSG00000006757",1.2777136623621,2.31766421717512,7.48744593511358,0.00621306169144955,0.0229568931248054
"ADIPOR2","ENSG00000006831",-0.2864542334598,5.96461891037169,1.27713518759457,0.258432378963607,0.373617232586105
"CDKL3","ENSG00000006837",-0.559215600449712,-0.660907603456053,3.16339932018987,0.0753062238158612,0.146202933524743
"MARK4","ENSG00000007047",-0.152654198546084,5.91967058658356,0.464213767956931,0.495661219566737,0.607027502203506
"CCDC124","ENSG00000007080",0.852642401032582,4.70990468457227,8.44940277518392,0.00365163334565582,0.0156237890820162
"CEACAM21","ENSG00000007129",-0.386923622263649,3.27174195278196,1.44322810534887,0.22961767637,0.342717379480938
"PAFAH1B1","ENSG00000007168",-1.34389545708018,7.36254738177697,15.9418181852156,6.53195037319086e-05,0.000801589758317937
"BLTP2","ENSG00000007202",-0.472170110327267,7.13245864980726,4.07807903147648,0.0434430215637458,0.0973986659528494
"GAS7","ENSG00000007237",-0.860404454304154,7.7803387233531,5.03757482327228,0.0248031901868055,0.0642556260701326
"TRAPPC6A","ENSG00000007255",0.790426155438157,4.48512989780936,6.46696817881527,0.0109897858738504,0.0350440560677703
"MATK","ENSG00000007264",0.727607345730823,3.64175847134541,2.24256649423596,0.134257975663989,0.226812701488235
"CD79B","ENSG00000007312",-0.251360478234333,6.35118044772473,0.542793679541624,0.46127723565002,0.577488088799495
"SCN4A","ENSG00000007314",-0.325513866189059,4.75446597701804,0.239528230344838,0.624547059449956,0.719064606775161
"ST7L","ENSG00000007341",-0.905201432558516,4.07127553482919,10.4231324971965,0.00124446632825467,0.00710347101852035
"RPUSD1","ENSG00000007376",0.326443483488227,4.3799583439414,1.44009902424961,0.230123316841925,0.343283986613698
"RHBDF1","ENSG00000007384",-0.437432792268135,1.64605770998733,0.827260901898214,0.363065765443613,0.483373885038333
"LUC7L","ENSG00000007392",-1.30501185945652,6.41936267642059,17.3967721449574,3.03340679062122e-05,0.000448330301256696
"CACNA2D2","ENSG00000007402",0.417780325081336,2.61780176898418,0.728838409692294,0.393259964410543,0.512938797915275
"BAIAP3","ENSG00000007516",-1.44742018713746,3.99644487668172,6.64258387151649,0.00995694182372406,0.0325947086991521
"TSR3","ENSG00000007520",0.362443428901739,3.84437080649014,1.3136520034767,0.251734503286837,0.366638051614752
"PIGQ","ENSG00000007541",-0.012057818929224,5.03832999485329,0.00212645905896025,0.963219749915801,0.97473494323092
"CRAMP1","ENSG00000007545",-0.606688509012598,5.81955837633534,4.31487247629764,0.0377806026310485,0.0880286859551706
"DNAJC11","ENSG00000007923",-0.614174447312963,3.98427500762412,4.31075635594968,0.0378721197033324,0.088145420924894
"MYLIP","ENSG00000007944",-0.52436394227655,8.05124738810939,2.21162169908256,0.136974614461006,0.230503536229534
"E2F2","ENSG00000007968",-0.0882614271928308,7.66883712592754,0.0739435607731309,0.785679185941014,0.848007571698126
"PSMB1","ENSG00000008018",0.529222917925539,6.6302198568519,5.31790044117411,0.0211074287543836,0.057101593169204
"SYN1","ENSG00000008056",1.1026403457451,2.08788837246127,6.1777066173647,0.0129369852805003,0.0396166920264941
"JARID2","ENSG00000008083",-1.11061043840928,6.92857452334984,12.1512720780637,0.000490543951369478,0.00358065839662052
"CDK11A","ENSG00000008128",-1.93467365586519,2.49779618255699,21.1782896694743,4.18478168005527e-06,0.000101538888386748
"NADK","ENSG00000008130",-0.207520882356497,5.90197555771524,0.507899509475109,0.476049558800651,0.590354103255596
"DLEC1","ENSG00000008226",-3.61872657153496,2.71831407929924,39.0771711659277,4.07379788583648e-10,1.31937915006939e-07
"CYTH3","ENSG00000008256",-1.50042540980074,5.86930048534256,17.1403662538836,3.47165741025869e-05,0.000496429876606538
"ADAM22","ENSG00000008277",-2.45827344504868,2.39826491198933,19.1909766855128,1.18271128230693e-05,0.000220853445055725
"SYPL1","ENSG00000008282",0.059667479997356,6.05888432052966,0.0626602448000995,0.802339670995044,0.860441723184867
"CYB561","ENSG00000008283",0.744173761000385,3.69825410553093,4.66736576658516,0.0307410442673831,0.0752761468598741
"SPAG9","ENSG00000008294",-1.42485272343458,7.29987433614231,10.5003421963661,0.00119352438796538,0.00692411461522903
"CELSR3","ENSG00000008300",0.223150328268363,2.49152285538123,0.448959494954103,0.502829488188973,0.613074205339171
"AASS","ENSG00000008311",-0.0719351930407557,4.11975786094177,0.0191594205837902,0.889910420675187,0.922993974326019
"SS18L2","ENSG00000008324",0.220639004746926,4.09903766093008,1.01201519330996,0.314420544669245,0.43432890815785
"MPND","ENSG00000008382",-0.0303527239964431,2.89978880021012,0.0148742658100751,0.902930618491475,0.932344077785279
"CRY1","ENSG00000008405",-0.603240367059599,5.71536874770161,3.49567659109844,0.0615292610414978,0.125880655176632
"NFIX","ENSG00000008441",0.895258352939667,5.99067725481966,4.66792540391397,0.0307310281029381,0.0752761468598741
"ST3GAL1","ENSG00000008513",-0.835090585735287,7.51280602868701,8.34365787200929,0.00387035962855487,0.0162561651384862
"MMP25","ENSG00000008516",1.00629653159371,3.19683111519071,4.57624700635039,0.0324181427922458,0.0784799303410592
"IL32","ENSG00000008517",0.729445219029219,3.5742881760384,1.67844474167067,0.19513123798727,0.302787749560915
"PKD1","ENSG00000008710",-1.09456948862879,6.63917913557944,13.3433892011895,0.000259335222590177,0.00221917067555914
"MED24","ENSG00000008838",0.023426201944883,6.38702018254042,0.0104287556890199,0.91866041086153,0.943485647388327
"RHOBTB2","ENSG00000008853",0.509429018306816,2.7611456843564,1.66061976790063,0.197519664821361,0.305602655157195
"HEATR5B","ENSG00000008869",-1.06608928092051,5.33886918412552,10.1856842324554,0.00141535191259002,0.00782989706415377
"SEC62","ENSG00000008952",-0.110408830571505,6.635440398836,0.192430427689178,0.660901445186922,0.749095384235755
"RPS20","ENSG00000008988",0.831527761351908,10.6468689451794,7.94522111210972,0.00482145267408563,0.0190076745008012
"CSDE1","ENSG00000009307",-0.514712034600225,8.95245952055732,4.23003775190153,0.0397145572294781,0.0913348986731653
"UBE3C","ENSG00000009335",-0.477343318671163,5.94448059588415,3.90056084136177,0.0482699913131647,0.10522773347725
"REV3L","ENSG00000009413",-0.777246356141196,6.20627008032722,3.71610078078221,0.0538900798151361,0.114285325136783
"MASP2","ENSG00000009724",-1.04982071625185,3.96066566245752,5.01410812013005,0.0251415773829689,0.0648078202405506
"FAM76A","ENSG00000009780",-0.683498255865691,3.73611056496698,7.01982740892932,0.00806120005503705,0.0279420428516145
"TRAF3IP3","ENSG00000009790",-0.537838981631246,3.87833895026161,2.24739182789416,0.133839817588023,0.226224824418693
"POMT2","ENSG00000009830",-0.798441644928442,4.27255064412641,10.8111643331996,0.00100889831628379,0.00610006782305027
"VTA1","ENSG00000009844",-0.192976484292129,4.54066637697434,0.607283393263032,0.435812497874353,0.553835079902505
"BAZ1B","ENSG00000009954",-0.60622796736339,6.6339564870287,7.39760581529609,0.00653107445770821,0.0238183234929765
"RANBP9","ENSG00000010017",0.106005425784655,6.96568527318521,0.155606795090392,0.693233871469383,0.774836688209984
"SPRTN","ENSG00000010072",-0.794376364776803,4.33756285528453,7.71237841043113,0.00548434459750129,0.0209394581787735
"METTL13","ENSG00000010165",0.401144983083828,3.25091331551986,1.01484924443337,0.313743906338514,0.433635468654902
"DYRK4","ENSG00000010219",0.28188486455303,2.80384552086867,0.626634927670644,0.42859233783524,0.546956368774148
"ZNF207","ENSG00000010244",-0.537569340410656,8.59992059211334,5.89391470576969,0.0151932894391971,0.0447331654553323
"UQCRC1","ENSG00000010256",0.456033739592755,6.39550744580034,2.65537628083383,0.103200333312567,0.18579801398074
"STARD3NL","ENSG00000010270",0.141230129931047,5.55401630367954,0.411828379999712,0.521042947733088,0.629766171939602
"CD9","ENSG00000010278",0.862579812438933,8.53522363291942,3.36931794514129,0.066421248421986,0.133451619553708
"NCAPD2","ENSG00000010292",0.708828648909607,6.68353081667176,4.89177604132678,0.0269849129590821,0.0684291460875583
"IFFO1","ENSG00000010295",-0.564181869325024,4.44400686878002,3.57224282119838,0.0587529070793135,0.121839213133279
"PHF7","ENSG00000010318",-0.276937113743365,3.0896104696791,1.20531220788149,0.27226251834892,0.389491741728654
"NISCH","ENSG00000010322",-0.702185669047414,7.02415131057149,7.92120507402561,0.00488587181455349,0.0192200997277729
"STAB1","ENSG00000010327",2.03170234839157,6.78238421428166,8.34654041567306,0.00386422405730572,0.0162381776702017
"FUZ","ENSG00000010361",-0.641077359180044,2.56620358134418,6.66133281794967,0.00985271969284028,0.0323744636047496
"IDS","ENSG00000010404",-1.24692069257746,4.69586468485896,16.2772154326215,5.47179628836862e-05,0.000701538907952803
"ZNF200","ENSG00000010539",-0.264236404389817,2.13331243253945,0.779597013351029,0.37726441575925,0.497256061751863
"CD4","ENSG00000010610",1.90515026817113,3.87239982346414,11.1494001456069,0.000840588499530202,0.00532636164521007
"LRRC23","ENSG00000010626",-0.248206595165312,2.15742629595545,0.817353181223389,0.365955171671225,0.486438271552276
"BTK","ENSG00000010671",0.279370491783811,6.34848083231803,0.97651703327103,0.323060209944642,0.443263124678143
"SCMH1","ENSG00000010803",-0.272662064343904,6.87147135165013,1.09794285679879,0.294718004863111,0.414022521117456
"FYN","ENSG00000010810",-0.481447243262618,6.49768756367691,2.606744537442,0.106410003847546,0.19012907619582
"HIVEP2","ENSG00000010818",-1.74686827516721,6.25249663487365,28.5286984499535,9.23199190597886e-08,6.33816660899876e-06
"ELOA","ENSG00000011007",-0.315533678056495,6.61981563059085,1.41751462661916,0.233812916858555,0.347639205125624
"LYPLA2","ENSG00000011009",-0.118922511914846,4.9163525682342,0.20049935621774,0.654318081646965,0.743833122940939
"CLCN6","ENSG00000011021",-0.486206366068045,5.81099690794732,2.46283034458789,0.116568565258376,0.204070327287812
"MRC2","ENSG00000011028",-0.241830026738003,3.19813069532806,0.21090319401528,0.646060409059408,0.736927338960804
"TSPAN9","ENSG00000011105",0.169292033921481,3.7666436932158,0.0716411210596277,0.788962127084095,0.850144224231873
"BTBD7","ENSG00000011114",-0.885138318197429,5.58547358599675,10.5199249042304,0.00118094283346312,0.00688338511997346
"APBA3","ENSG00000011132",-0.0546667364930271,3.93514933575223,0.0482725121716712,0.826096966329344,0.877231267740308
"MKS1","ENSG00000011143",0.418694152917404,2.48522293304775,1.80003488745307,0.179708277213311,0.283835543455208
"ABHD5","ENSG00000011198",-0.829049232736987,4.21257394173852,6.51027423548921,0.0107252966354937,0.034436831641411
"AKAP8L","ENSG00000011243",-0.560649150143567,5.78227363117072,6.33656335851042,0.0118273819614808,0.0370021706136374
"MBTD1","ENSG00000011258",-0.547531963777343,5.89737938125745,3.01853532471107,0.0823177808911554,0.156447735306025
"UTP18","ENSG00000011260",-0.382222398531956,5.64371383569303,2.40587917858465,0.120880195288198,0.20961836123719
"RNF216","ENSG00000011275",-1.27487947570277,6.27969609985706,18.186238803822,2.00321042814668e-05,0.000330862848764183
"TTC19","ENSG00000011295",-0.765753336043761,5.87368425623051,7.19251528561256,0.00732082895721701,0.0259371485861163
"PTBP1","ENSG00000011304",-0.166115475836832,8.1834644019415,0.438418009891677,0.507887004540009,0.617771468998763
"DPF1","ENSG00000011332",-0.770887466127259,1.73092807090077,4.77912007732463,0.028806836783131,0.071869366647617
"LARS2","ENSG00000011376",-1.06884209047314,4.81779076907742,13.337614202146,0.000260135099094172,0.00222346110516637
"PIK3C2A","ENSG00000011405",-0.871986181119131,6.08378918926663,3.92670462739341,0.0475249862233126,0.10403461735121
"PLAUR","ENSG00000011422",0.0543996989292475,4.85082372988396,0.0171436064179389,0.895827838119976,0.927388168460246
"ANLN","ENSG00000011426",-0.752294006637364,3.83345346936468,5.06575987579759,0.024403004682046,0.0634899957589699
"WIZ","ENSG00000011451",-0.162043763292187,6.04575167365243,0.609784710740673,0.434868881863692,0.55297683526846
"RABGAP1","ENSG00000011454",-1.0993601823154,5.45435054204862,11.9599678148938,0.000543558096301418,0.00385432104650096
"QPCTL","ENSG00000011478",-0.550193121176695,3.263735283141,4.38842878796702,0.0361836439678434,0.0851467268729948
"PPP5C","ENSG00000011485",0.0608265744520113,4.72181333848615,0.0440060412209817,0.83384237333719,0.883226710129929
"CEP68","ENSG00000011523",-1.13674853284461,6.4899671862888,10.2645454575272,0.00135611144806921,0.00760095874843305
"MAP4K3","ENSG00000011566",-1.26074874369677,5.6629932580748,9.52279177256747,0.00202935627016173,0.0101684834186484
"TYROBP","ENSG00000011600",2.05077822162881,4.94464826882837,11.6626707641524,0.000637667305381928,0.00436780115658849
"LDAF1","ENSG00000011638",-0.51322251620824,4.14013816749265,1.94803635811511,0.162798609072757,0.263414164602659
"BRCA1","ENSG00000012048",-0.365111391011276,4.56782646370483,0.96114560627943,0.326898411803991,0.446801150372098
"ERCC1","ENSG00000012061",0.29454907229598,5.508729651993,1.45678564945112,0.227442250780783,0.340511973885249
"CD22","ENSG00000012124",-0.288318606241796,8.04737897018135,0.629120004926904,0.427678285669483,0.546103160034496
"SEMA3B","ENSG00000012171",-2.67693968894981,3.30505471288419,23.5163480171535,1.2385687197128e-06,4.04653438295641e-05
"MBTPS2","ENSG00000012174",-0.0580509825889158,3.39043413139178,0.0302544537462808,0.861914129599189,0.903200161972899
"PRICKLE3","ENSG00000012211",0.426043940484202,3.36305568999858,2.08763496678044,0.148495799460538,0.245469313363673
"LTF","ENSG00000012223",0.482933662571254,2.09156241291863,0.941875255336761,0.331796040152375,0.452002323170271
"EXTL3","ENSG00000012232",-0.219925527211334,4.66382795377399,0.533227979240436,0.465252902670025,0.580873002614468
"ELOVL5","ENSG00000012660",-0.549473363022648,6.36681161269684,3.56625792425928,0.0589650485891877,0.122110271598793
"ALOX5","ENSG00000012779",-0.15221494397216,7.36246811764977,0.116963945623809,0.732350952085293,0.805029475700339
"CALCOCO1","ENSG00000012822",-0.385310438572727,5.84043127954969,2.14967663100958,0.142599920877196,0.238060692652227
"UBR7","ENSG00000012963",0.348732383638101,5.17780582931669,2.12495675680515,0.144916870690975,0.240929755557877
"MAP4K5","ENSG00000012983",-0.507886416161486,6.09489646294406,2.55250894671698,0.110119259773758,0.195160395948063
"EHD3","ENSG00000013016",-0.496043496838682,3.76915297339414,1.56185455056278,0.2113938848973,0.321657246164843
"PSMC4","ENSG00000013275",-0.315911193939718,6.01475361628034,1.95720216548263,0.161812858155171,0.262202301587529
"MAN2B2","ENSG00000013288",-0.15729490279104,5.28404015314024,0.402197992373267,0.525956299786281,0.634674951742752
