"logFC","pvalues","symbol"
3.74580466587557,0.0158730158730159,"MGAM"
3.00723994398448,0.00793650793650794,"PWP2"
3.55923222562774,0.0361451420465623,""
3.67964375386906,0.0184907774084292,"ZNF695"
3.55923222562774,0.0116673123433194,"ANKRD20A7P"
3.4964258261195,0.0097007850682296,""
4.47248777146274,0.0253698598220537,""
3.60880924267552,0.00669438144204366,""
