"","logFC","pvalues"
"ENSG00000257335",3.74580466587557,0.0158730158730159
"ENSG00000241945",3.00723994398448,0.00793650793650794
"ENSG00000271551",3.55923222562774,0.0361451420465623
"ENSG00000197472",3.67964375386906,0.0184907774084292
"ENSG00000236816",3.55923222562774,0.0116673123433194
"ENSG00000279104",3.4964258261195,0.0097007850682296
"ENSG00000259907",4.47248777146274,0.0253698598220537
"ENSG00000228886",3.60880924267552,0.00669438144204366
